reply_id,measured_at,hours_since,views,likes,replies,reposts,quotes
18098963600526077,2026-07-27T08:31,65,326,1,0,0,0
18191811808388498,2026-07-27T09:01,3,32,0,0,0,0
18091617185570421,2026-07-27T09:01,8,1508,2,0,0,0
18120905566878565,2026-07-27T09:01,8,1393,7,0,0,0
18110493601784809,2026-07-27T09:01,19,381,2,0,0,0
18103328516086683,2026-07-27T09:01,20,32927,258,0,0,0
18112020410057726,2026-07-27T09:01,23,1000,5,0,0,0
17926099374386071,2026-07-27T09:01,29,44,1,0,0,0
18113860021931857,2026-07-27T09:01,32,1197,5,0,0,0
18050834798563345,2026-07-27T09:01,43,51,1,0,0,0
18091790510090244,2026-07-27T09:01,46,56,0,0,0,0
17915391951223326,2026-07-27T09:01,52,2667,2,0,0,0
18054534449787558,2026-07-27T09:01,52,16,1,0,0,0
18098963600526077,2026-07-27T09:01,66,326,1,0,0,0
18191811808388498,2026-07-27T09:31,4,34,0,0,0,0
18091617185570421,2026-07-27T09:31,8,1510,2,0,0,0
18120905566878565,2026-07-27T09:31,8,1395,7,0,0,0
18110493601784809,2026-07-27T09:31,19,381,2,0,0,0
18103328516086683,2026-07-27T09:31,20,32947,258,0,0,0
18112020410057726,2026-07-27T09:31,23,1003,5,0,0,0
17926099374386071,2026-07-27T09:31,29,44,1,0,0,0
18113860021931857,2026-07-27T09:31,32,1197,5,0,0,0
18050834798563345,2026-07-27T09:31,43,51,1,0,0,0
18091790510090244,2026-07-27T09:31,47,56,0,0,0,0
17915391951223326,2026-07-27T09:31,53,2667,2,0,0,0
18054534449787558,2026-07-27T09:31,53,16,1,0,0,0
18098963600526077,2026-07-27T09:31,66,326,1,0,0,0
18191811808388498,2026-07-27T10:01,4,36,0,0,0,0
18091617185570421,2026-07-27T10:01,9,1512,2,0,0,0
18120905566878565,2026-07-27T10:01,9,1396,7,0,0,0
18110493601784809,2026-07-27T10:01,20,383,2,0,0,0
18103328516086683,2026-07-27T10:01,21,32972,258,0,0,0
18112020410057726,2026-07-27T10:01,24,1006,5,0,0,0
17926099374386071,2026-07-27T10:01,30,44,1,0,0,0
18113860021931857,2026-07-27T10:01,33,1199,5,0,0,0
18050834798563345,2026-07-27T10:01,44,51,1,0,0,0
18091790510090244,2026-07-27T10:01,47,56,0,0,0,0
17915391951223326,2026-07-27T10:01,53,2667,2,0,0,0
18054534449787558,2026-07-27T10:01,53,16,1,0,0,0
18098963600526077,2026-07-27T10:01,67,326,1,0,0,0
18191811808388498,2026-07-27T10:31,5,38,0,0,0,0
18091617185570421,2026-07-27T10:31,9,1513,2,0,0,0
18120905566878565,2026-07-27T10:31,9,1399,7,0,0,0
18110493601784809,2026-07-27T10:31,20,385,2,0,0,0
18103328516086683,2026-07-27T10:31,21,33003,258,0,0,0
18112020410057726,2026-07-27T10:31,24,1007,5,0,0,0
17926099374386071,2026-07-27T10:31,30,44,1,0,0,0
18113860021931857,2026-07-27T10:31,33,1201,5,0,0,0
18050834798563345,2026-07-27T10:31,44,51,1,0,0,0
18091790510090244,2026-07-27T10:31,48,56,0,0,0,0
17915391951223326,2026-07-27T10:31,54,2667,2,0,0,0
18054534449787558,2026-07-27T10:31,54,16,1,0,0,0
18098963600526077,2026-07-27T10:31,67,326,1,0,0,0
18191811808388498,2026-07-27T11:01,5,40,0,0,0,0
18091617185570421,2026-07-27T11:01,10,1516,2,0,0,0
18120905566878565,2026-07-27T11:01,10,1400,7,0,0,0
18110493601784809,2026-07-27T11:01,21,385,2,0,0,0
18103328516086683,2026-07-27T11:01,22,33027,258,0,0,0
18112020410057726,2026-07-27T11:01,25,1009,5,0,0,0
17926099374386071,2026-07-27T11:01,31,44,1,0,0,0
18113860021931857,2026-07-27T11:01,34,1204,5,0,0,0
18050834798563345,2026-07-27T11:01,45,51,1,0,0,0
18091790510090244,2026-07-27T11:01,48,56,0,0,0,0
17915391951223326,2026-07-27T11:01,54,2667,2,0,0,0
18054534449787558,2026-07-27T11:01,54,16,1,0,0,0
18098963600526077,2026-07-27T11:01,68,326,1,0,0,0
18191811808388498,2026-07-27T11:31,6,41,0,0,0,0
18091617185570421,2026-07-27T11:31,10,1517,2,0,0,0
18120905566878565,2026-07-27T11:31,10,1400,7,0,0,0
18110493601784809,2026-07-27T11:31,21,388,2,0,0,0
18103328516086683,2026-07-27T11:31,22,33062,258,0,0,0
18112020410057726,2026-07-27T11:31,25,1009,5,0,0,0
17926099374386071,2026-07-27T11:31,31,44,1,0,0,0
18113860021931857,2026-07-27T11:31,34,1207,5,0,0,0
18050834798563345,2026-07-27T11:31,45,51,1,0,0,0
18091790510090244,2026-07-27T11:31,49,56,0,0,0,0
17915391951223326,2026-07-27T11:31,55,2667,2,0,0,0
18054534449787558,2026-07-27T11:31,55,16,1,0,0,0
18098963600526077,2026-07-27T11:31,68,326,1,0,0,0
18191811808388498,2026-07-27T12:01,6,42,0,0,0,0
18091617185570421,2026-07-27T12:01,11,1519,2,0,0,0
18120905566878565,2026-07-27T12:01,11,1401,7,0,0,0
18110493601784809,2026-07-27T12:01,22,389,2,0,0,0
18103328516086683,2026-07-27T12:01,23,33084,258,0,0,0
18112020410057726,2026-07-27T12:01,26,1010,5,0,0,0
17926099374386071,2026-07-27T12:01,32,44,1,0,0,0
18113860021931857,2026-07-27T12:01,35,1207,5,0,0,0
18050834798563345,2026-07-27T12:01,46,51,1,0,0,0
18091790510090244,2026-07-27T12:01,49,56,0,0,0,0
17915391951223326,2026-07-27T12:01,55,2667,2,0,0,0
18054534449787558,2026-07-27T12:01,55,16,1,0,0,0
18098963600526077,2026-07-27T12:01,69,326,1,0,0,0
18191811808388498,2026-07-27T12:31,7,46,0,0,0,0
18091617185570421,2026-07-27T12:31,11,1521,2,0,0,0
18120905566878565,2026-07-27T12:31,11,1404,7,0,0,0
18110493601784809,2026-07-27T12:31,22,394,2,0,0,0
18103328516086683,2026-07-27T12:31,23,33103,258,0,0,0
18112020410057726,2026-07-27T12:31,26,1011,5,0,0,0
17926099374386071,2026-07-27T12:31,32,44,1,0,0,0
18113860021931857,2026-07-27T12:31,35,1207,5,0,0,0
18050834798563345,2026-07-27T12:31,46,51,1,0,0,0
18091790510090244,2026-07-27T12:31,50,56,0,0,0,0
17915391951223326,2026-07-27T12:31,56,2667,2,0,0,0
18054534449787558,2026-07-27T12:31,56,16,1,0,0,0
18098963600526077,2026-07-27T12:31,69,326,1,0,0,0
18191811808388498,2026-07-27T13:01,7,50,0,0,0,0
18091617185570421,2026-07-27T13:01,12,1526,2,0,0,0
18120905566878565,2026-07-27T13:01,12,1408,7,0,0,0
18110493601784809,2026-07-27T13:01,23,398,2,0,0,0
18103328516086683,2026-07-27T13:01,24,33124,258,0,0,0
18112020410057726,2026-07-27T13:01,27,1016,5,0,0,0
17926099374386071,2026-07-27T13:01,33,44,1,0,0,0
18113860021931857,2026-07-27T13:01,36,1209,5,0,0,0
18050834798563345,2026-07-27T13:01,47,52,1,0,0,0
18091790510090244,2026-07-27T13:01,50,56,0,0,0,0
17915391951223326,2026-07-27T13:01,56,2667,2,0,0,0
18054534449787558,2026-07-27T13:01,56,16,1,0,0,0
18098963600526077,2026-07-27T13:01,70,326,1,0,0,0
18119316691662076,2026-07-27T13:31,0,0,0,0,0,0
18191811808388498,2026-07-27T13:31,8,51,0,0,0,0
18091617185570421,2026-07-27T13:31,12,1527,2,0,0,0
18120905566878565,2026-07-27T13:31,12,1409,7,0,0,0
18110493601784809,2026-07-27T13:31,23,401,2,0,0,0
18103328516086683,2026-07-27T13:31,24,33132,258,0,0,0
18112020410057726,2026-07-27T13:31,27,1017,5,0,0,0
17926099374386071,2026-07-27T13:31,33,44,1,0,0,0
18113860021931857,2026-07-27T13:31,36,1210,5,0,0,0
18050834798563345,2026-07-27T13:31,47,52,1,0,0,0
18091790510090244,2026-07-27T13:31,51,56,0,0,0,0
17915391951223326,2026-07-27T13:31,57,2667,2,0,0,0
18054534449787558,2026-07-27T13:31,57,16,1,0,0,0
18098963600526077,2026-07-27T13:31,70,326,1,0,0,0
17871551466652223,2026-07-27T14:01,0,0,0,0,0,0
18119316691662076,2026-07-27T14:01,0,2,0,0,0,0
18191811808388498,2026-07-27T14:01,8,51,0,0,0,0
18091617185570421,2026-07-27T14:01,13,1527,2,0,0,0
18120905566878565,2026-07-27T14:01,13,1409,7,0,0,0
18110493601784809,2026-07-27T14:01,24,404,2,0,0,0
18103328516086683,2026-07-27T14:01,25,33137,258,0,0,0
18112020410057726,2026-07-27T14:01,28,1018,5,0,0,0
17926099374386071,2026-07-27T14:01,34,45,1,0,0,0
18113860021931857,2026-07-27T14:01,37,1210,5,0,0,0
18050834798563345,2026-07-27T14:01,48,52,1,0,0,0
18091790510090244,2026-07-27T14:01,51,56,0,0,0,0
17915391951223326,2026-07-27T14:01,57,2667,2,0,0,0
18054534449787558,2026-07-27T14:01,57,16,1,0,0,0
18098963600526077,2026-07-27T14:01,71,326,1,0,0,0
17870667738567263,2026-07-27T14:31,0,0,1,0,0,0
17937437727323949,2026-07-27T14:31,0,0,1,0,0,0
17982872289045150,2026-07-27T14:31,0,0,0,0,0,0
17871551466652223,2026-07-27T14:31,0,14,0,0,0,0
18119316691662076,2026-07-27T14:31,1,5,0,0,0,0
18191811808388498,2026-07-27T14:31,9,52,0,0,0,0
18091617185570421,2026-07-27T14:31,13,1527,2,0,0,0
18120905566878565,2026-07-27T14:31,13,1409,7,0,0,0
18110493601784809,2026-07-27T14:31,24,404,2,0,0,0
18103328516086683,2026-07-27T14:31,25,33142,258,0,0,0
18112020410057726,2026-07-27T14:31,28,1018,5,0,0,0
17926099374386071,2026-07-27T14:31,34,45,1,0,0,0
18113860021931857,2026-07-27T14:31,37,1210,5,0,0,0
18050834798563345,2026-07-27T14:31,48,52,1,0,0,0
18091790510090244,2026-07-27T14:31,52,56,0,0,0,0
17915391951223326,2026-07-27T14:31,58,2667,2,0,0,0
18054534449787558,2026-07-27T14:31,58,16,1,0,0,0
18098963600526077,2026-07-27T14:31,71,326,1,0,0,0
17874632259623976,2026-07-27T15:31,0,45,1,0,0,0
17870667738567263,2026-07-27T15:31,1,9,1,0,0,0
17937437727323949,2026-07-27T15:31,1,53,1,0,0,0
17982872289045150,2026-07-27T15:31,1,29,0,0,0,0
17871551466652223,2026-07-27T15:31,1,54,0,0,0,0
18119316691662076,2026-07-27T15:31,2,30,0,0,0,0
18191811808388498,2026-07-27T15:31,10,52,0,0,0,0
18091617185570421,2026-07-27T15:31,14,1527,2,0,0,0
18120905566878565,2026-07-27T15:31,14,1409,7,0,0,0
18110493601784809,2026-07-27T15:31,25,405,2,0,0,0
18103328516086683,2026-07-27T15:31,26,33154,258,0,0,0
18112020410057726,2026-07-27T15:31,29,1019,5,0,0,0
17926099374386071,2026-07-27T15:31,35,45,1,0,0,0
18113860021931857,2026-07-27T15:31,38,1211,5,0,0,0
18050834798563345,2026-07-27T15:31,49,52,1,0,0,0
18091790510090244,2026-07-27T15:31,53,56,0,0,0,0
17915391951223326,2026-07-27T15:31,59,2667,2,0,0,0
18054534449787558,2026-07-27T15:31,59,16,1,0,0,0
18098963600526077,2026-07-27T15:31,72,326,1,0,0,0
17874632259623976,2026-07-27T16:01,1,50,1,0,0,0
17870667738567263,2026-07-27T16:01,1,9,1,0,0,0
17937437727323949,2026-07-27T16:01,1,74,1,0,0,0
17982872289045150,2026-07-27T16:01,1,34,0,0,0,0
17871551466652223,2026-07-27T16:01,2,72,0,0,0,0
18119316691662076,2026-07-27T16:01,2,36,0,0,0,0
18191811808388498,2026-07-27T16:01,10,52,0,0,0,0
18091617185570421,2026-07-27T16:01,15,1527,2,0,0,0
18120905566878565,2026-07-27T16:01,15,1409,7,0,0,0
18110493601784809,2026-07-27T16:01,26,406,2,0,0,0
18103328516086683,2026-07-27T16:01,27,33156,259,0,0,0
18112020410057726,2026-07-27T16:01,30,1019,5,0,0,0
17926099374386071,2026-07-27T16:01,36,45,1,0,0,0
18113860021931857,2026-07-27T16:01,39,1211,5,0,0,0
18050834798563345,2026-07-27T16:01,50,52,1,0,0,0
18091790510090244,2026-07-27T16:01,53,56,0,0,0,0
17915391951223326,2026-07-27T16:01,59,2667,2,0,0,0
18054534449787558,2026-07-27T16:01,59,16,1,0,0,0
17874632259623976,2026-07-27T16:31,1,57,2,0,0,0
17870667738567263,2026-07-27T16:31,2,10,1,0,0,0
17937437727323949,2026-07-27T16:31,2,93,3,0,0,0
17982872289045150,2026-07-27T16:31,2,39,0,0,0,0
17871551466652223,2026-07-27T16:31,2,94,0,0,0,0
18119316691662076,2026-07-27T16:31,3,39,0,0,0,0
18191811808388498,2026-07-27T16:31,11,53,0,0,0,0
18091617185570421,2026-07-27T16:31,15,1527,2,0,0,0
18120905566878565,2026-07-27T16:31,15,1410,7,0,0,0
18110493601784809,2026-07-27T16:31,26,407,2,0,0,0
18103328516086683,2026-07-27T16:31,27,33158,259,0,0,0
18112020410057726,2026-07-27T16:31,30,1019,5,0,0,0
17926099374386071,2026-07-27T16:31,36,45,1,0,0,0
18113860021931857,2026-07-27T16:31,39,1213,5,0,0,0
18050834798563345,2026-07-27T16:31,50,52,1,0,0,0
18091790510090244,2026-07-27T16:31,54,56,0,0,0,0
17915391951223326,2026-07-27T16:31,60,2667,2,0,0,0
18054534449787558,2026-07-27T16:31,60,16,1,0,0,0
17874632259623976,2026-07-27T17:01,2,72,2,0,0,0
17870667738567263,2026-07-27T17:01,2,11,1,0,0,0
17937437727323949,2026-07-27T17:01,2,126,3,0,0,0
17982872289045150,2026-07-27T17:01,2,43,0,0,0,0
17871551466652223,2026-07-27T17:01,3,113,0,0,0,0
18119316691662076,2026-07-27T17:01,3,42,0,0,0,0
18191811808388498,2026-07-27T17:01,11,54,0,0,0,0
18091617185570421,2026-07-27T17:01,16,1527,2,0,0,0
18120905566878565,2026-07-27T17:01,16,1410,7,0,0,0
18110493601784809,2026-07-27T17:01,27,408,2,0,0,0
18103328516086683,2026-07-27T17:01,28,33162,259,0,0,0
18112020410057726,2026-07-27T17:01,31,1021,5,0,0,0
17926099374386071,2026-07-27T17:01,37,45,1,0,0,0
18113860021931857,2026-07-27T17:01,40,1215,5,0,0,0
18050834798563345,2026-07-27T17:01,51,52,1,0,0,0
18091790510090244,2026-07-27T17:01,54,56,0,0,0,0
17915391951223326,2026-07-27T17:01,60,2667,2,0,0,0
18054534449787558,2026-07-27T17:01,60,16,1,0,0,0
17874632259623976,2026-07-27T17:31,2,84,2,0,0,0
17870667738567263,2026-07-27T17:31,3,13,1,0,0,0
17937437727323949,2026-07-27T17:31,3,177,3,0,0,0
17982872289045150,2026-07-27T17:31,3,50,0,0,0,0
17871551466652223,2026-07-27T17:31,3,127,0,0,0,0
18119316691662076,2026-07-27T17:31,4,53,0,0,0,0
18191811808388498,2026-07-27T17:31,12,54,0,0,0,0
18091617185570421,2026-07-27T17:31,16,1527,2,0,0,0
18120905566878565,2026-07-27T17:31,16,1410,7,0,0,0
18110493601784809,2026-07-27T17:31,27,408,2,0,0,0
18103328516086683,2026-07-27T17:31,28,33175,259,0,0,0
18112020410057726,2026-07-27T17:31,31,1021,5,0,0,0
17926099374386071,2026-07-27T17:31,37,45,1,0,0,0
18113860021931857,2026-07-27T17:31,40,1215,5,0,0,0
18050834798563345,2026-07-27T17:31,51,52,1,0,0,0
18091790510090244,2026-07-27T17:31,55,56,0,0,0,0
17915391951223326,2026-07-27T17:31,61,2667,2,0,0,0
18054534449787558,2026-07-27T17:31,61,16,1,0,0,0
17874632259623976,2026-07-27T18:01,3,86,2,0,0,0
17870667738567263,2026-07-27T18:01,3,13,1,0,0,0
17937437727323949,2026-07-27T18:01,3,206,3,0,0,0
17982872289045150,2026-07-27T18:01,3,55,0,0,0,0
17871551466652223,2026-07-27T18:01,4,140,0,0,0,0
18119316691662076,2026-07-27T18:01,4,55,0,0,0,0
18191811808388498,2026-07-27T18:01,12,54,0,0,0,0
18091617185570421,2026-07-27T18:01,17,1527,2,0,0,0
18120905566878565,2026-07-27T18:01,17,1410,7,0,0,0
18110493601784809,2026-07-27T18:01,28,408,2,0,0,0
18103328516086683,2026-07-27T18:01,29,33177,259,0,0,0
18112020410057726,2026-07-27T18:01,32,1022,5,0,0,0
17926099374386071,2026-07-27T18:01,38,45,1,0,0,0
18113860021931857,2026-07-27T18:01,41,1216,5,0,0,0
18050834798563345,2026-07-27T18:01,52,52,1,0,0,0
18091790510090244,2026-07-27T18:01,55,56,0,0,0,0
17915391951223326,2026-07-27T18:01,61,2667,2,0,0,0
18054534449787558,2026-07-27T18:01,61,16,1,0,0,0
17874632259623976,2026-07-27T18:31,3,89,2,0,0,0
17870667738567263,2026-07-27T18:31,4,13,1,0,0,0
17937437727323949,2026-07-27T18:31,4,216,3,0,0,0
17982872289045150,2026-07-27T18:31,4,55,0,0,0,0
17871551466652223,2026-07-27T18:31,4,145,0,0,0,0
18119316691662076,2026-07-27T18:31,5,55,0,0,0,0
18191811808388498,2026-07-27T18:31,13,54,0,0,0,0
18091617185570421,2026-07-27T18:31,17,1527,2,0,0,0
18120905566878565,2026-07-27T18:31,17,1410,7,0,0,0
18110493601784809,2026-07-27T18:31,28,408,2,0,0,0
18103328516086683,2026-07-27T18:31,29,33177,259,0,0,0
18112020410057726,2026-07-27T18:31,32,1022,5,0,0,0
17926099374386071,2026-07-27T18:31,38,45,1,0,0,0
18113860021931857,2026-07-27T18:31,41,1216,5,0,0,0
18050834798563345,2026-07-27T18:31,52,52,1,0,0,0
18091790510090244,2026-07-27T18:31,56,56,0,0,0,0
17915391951223326,2026-07-27T18:31,62,2667,2,0,0,0
18054534449787558,2026-07-27T18:31,62,16,1,0,0,0
17874632259623976,2026-07-27T19:01,4,93,2,0,0,0
17870667738567263,2026-07-27T19:01,4,13,1,0,0,0
17937437727323949,2026-07-27T19:01,4,229,3,0,0,0
17982872289045150,2026-07-27T19:01,4,56,0,0,0,0
17871551466652223,2026-07-27T19:01,5,146,0,0,0,0
18119316691662076,2026-07-27T19:01,5,56,0,0,0,0
18191811808388498,2026-07-27T19:01,13,54,0,0,0,0
18091617185570421,2026-07-27T19:01,18,1528,2,0,0,0
18120905566878565,2026-07-27T19:01,18,1410,7,0,0,0
18110493601784809,2026-07-27T19:01,29,408,2,0,0,0
18103328516086683,2026-07-27T19:01,30,33178,259,0,0,0
18112020410057726,2026-07-27T19:01,33,1022,5,0,0,0
17926099374386071,2026-07-27T19:01,39,45,1,0,0,0
18113860021931857,2026-07-27T19:01,42,1216,5,0,0,0
18050834798563345,2026-07-27T19:01,53,52,1,0,0,0
18091790510090244,2026-07-27T19:01,56,56,0,0,0,0
17915391951223326,2026-07-27T19:01,62,2667,2,0,0,0
18054534449787558,2026-07-27T19:01,62,16,1,0,0,0
17874632259623976,2026-07-27T19:31,4,93,2,0,0,0
17870667738567263,2026-07-27T19:31,5,13,1,0,0,0
17937437727323949,2026-07-27T19:31,5,236,3,0,0,0
17982872289045150,2026-07-27T19:31,5,59,0,0,0,0
17871551466652223,2026-07-27T19:31,5,151,0,0,0,0
18119316691662076,2026-07-27T19:31,6,59,0,0,0,0
18191811808388498,2026-07-27T19:31,14,54,0,0,0,0
18091617185570421,2026-07-27T19:31,18,1528,2,0,0,0
18120905566878565,2026-07-27T19:31,18,1410,7,0,0,0
18110493601784809,2026-07-27T19:31,29,408,2,0,0,0
18103328516086683,2026-07-27T19:31,30,33178,259,0,0,0
18112020410057726,2026-07-27T19:31,33,1022,5,0,0,0
17926099374386071,2026-07-27T19:31,39,45,1,0,0,0
18113860021931857,2026-07-27T19:31,42,1216,5,0,0,0
18050834798563345,2026-07-27T19:31,53,52,1,0,0,0
18091790510090244,2026-07-27T19:31,57,56,0,0,0,0
17915391951223326,2026-07-27T19:31,63,2667,2,0,0,0
18054534449787558,2026-07-27T19:31,63,16,1,0,0,0
17874632259623976,2026-07-27T20:01,5,94,2,0,0,0
17870667738567263,2026-07-27T20:01,5,13,1,0,0,0
17937437727323949,2026-07-27T20:01,5,243,3,0,0,0
17982872289045150,2026-07-27T20:01,5,62,0,0,0,0
17871551466652223,2026-07-27T20:01,6,153,0,0,0,0
18119316691662076,2026-07-27T20:01,6,62,0,0,0,0
18191811808388498,2026-07-27T20:01,14,54,0,0,0,0
18091617185570421,2026-07-27T20:01,19,1528,2,0,0,0
18120905566878565,2026-07-27T20:01,19,1410,7,0,0,0
18110493601784809,2026-07-27T20:01,30,408,2,0,0,0
18103328516086683,2026-07-27T20:01,31,33179,259,0,0,0
18112020410057726,2026-07-27T20:01,34,1022,5,0,0,0
17926099374386071,2026-07-27T20:01,40,45,1,0,0,0
18113860021931857,2026-07-27T20:01,43,1216,5,0,0,0
18050834798563345,2026-07-27T20:01,54,52,1,0,0,0
18091790510090244,2026-07-27T20:01,57,56,0,0,0,0
17915391951223326,2026-07-27T20:01,63,2667,2,0,0,0
18054534449787558,2026-07-27T20:01,63,16,1,0,0,0
17874632259623976,2026-07-27T20:31,5,95,2,0,0,0
17870667738567263,2026-07-27T20:31,6,13,1,0,0,0
17937437727323949,2026-07-27T20:31,6,247,3,0,0,0
17982872289045150,2026-07-27T20:31,6,63,0,0,0,0
17871551466652223,2026-07-27T20:31,6,153,0,0,0,0
18119316691662076,2026-07-27T20:31,7,63,0,0,0,0
18191811808388498,2026-07-27T20:31,15,54,0,0,0,0
18091617185570421,2026-07-27T20:31,19,1528,2,0,0,0
18120905566878565,2026-07-27T20:31,19,1410,7,0,0,0
18110493601784809,2026-07-27T20:31,30,408,2,0,0,0
18103328516086683,2026-07-27T20:31,31,33179,259,0,0,0
18112020410057726,2026-07-27T20:31,34,1022,5,0,0,0
17926099374386071,2026-07-27T20:31,40,45,1,0,0,0
18113860021931857,2026-07-27T20:31,43,1216,5,0,0,0
18050834798563345,2026-07-27T20:31,54,52,1,0,0,0
18091790510090244,2026-07-27T20:31,58,56,0,0,0,0
17915391951223326,2026-07-27T20:31,64,2667,2,0,0,0
18054534449787558,2026-07-27T20:31,64,16,1,0,0,0
17874632259623976,2026-07-27T21:01,6,95,2,0,0,0
17870667738567263,2026-07-27T21:01,6,13,1,0,0,0
17937437727323949,2026-07-27T21:01,6,252,3,0,0,0
17982872289045150,2026-07-27T21:01,6,64,0,0,0,0
17871551466652223,2026-07-27T21:01,7,153,0,0,0,0
18119316691662076,2026-07-27T21:01,7,64,0,0,0,0
18191811808388498,2026-07-27T21:01,15,54,0,0,0,0
18091617185570421,2026-07-27T21:01,20,1528,2,0,0,0
18120905566878565,2026-07-27T21:01,20,1410,7,0,0,0
18110493601784809,2026-07-27T21:01,31,408,2,0,0,0
18103328516086683,2026-07-27T21:01,32,33179,259,0,0,0
18112020410057726,2026-07-27T21:01,35,1022,5,0,0,0
17926099374386071,2026-07-27T21:01,41,45,1,0,0,0
18113860021931857,2026-07-27T21:01,44,1216,5,0,0,0
18050834798563345,2026-07-27T21:01,55,52,1,0,0,0
18091790510090244,2026-07-27T21:01,58,56,0,0,0,0
17915391951223326,2026-07-27T21:01,64,2667,2,0,0,0
18054534449787558,2026-07-27T21:01,64,16,1,0,0,0
17874632259623976,2026-07-27T21:31,6,96,2,0,0,0
17870667738567263,2026-07-27T21:31,7,13,1,0,0,0
17937437727323949,2026-07-27T21:31,7,254,3,0,0,0
17982872289045150,2026-07-27T21:31,7,64,0,0,0,0
17871551466652223,2026-07-27T21:31,7,154,0,0,0,0
18119316691662076,2026-07-27T21:31,8,64,0,0,0,0
18191811808388498,2026-07-27T21:31,16,54,0,0,0,0
18091617185570421,2026-07-27T21:31,20,1528,2,0,0,0
18120905566878565,2026-07-27T21:31,20,1410,7,0,0,0
18110493601784809,2026-07-27T21:31,31,408,2,0,0,0
18103328516086683,2026-07-27T21:31,32,33180,259,0,0,0
18112020410057726,2026-07-27T21:31,35,1022,5,0,0,0
17926099374386071,2026-07-27T21:31,41,45,1,0,0,0
18113860021931857,2026-07-27T21:31,44,1216,5,0,0,0
18050834798563345,2026-07-27T21:31,55,52,1,0,0,0
18091790510090244,2026-07-27T21:31,59,56,0,0,0,0
17915391951223326,2026-07-27T21:31,65,2669,2,0,0,0
18054534449787558,2026-07-27T21:31,65,16,1,0,0,0
17874632259623976,2026-07-27T22:01,7,97,2,0,0,0
17870667738567263,2026-07-27T22:01,7,13,1,0,0,0
17937437727323949,2026-07-27T22:01,7,257,3,0,0,0
17982872289045150,2026-07-27T22:01,7,65,0,0,0,0
17871551466652223,2026-07-27T22:01,8,156,0,0,0,0
18119316691662076,2026-07-27T22:01,8,65,0,0,0,0
18191811808388498,2026-07-27T22:01,16,54,0,0,0,0
18091617185570421,2026-07-27T22:01,21,1528,2,0,0,0
18120905566878565,2026-07-27T22:01,21,1410,7,0,0,0
18110493601784809,2026-07-27T22:01,32,408,2,0,0,0
18103328516086683,2026-07-27T22:01,33,33180,259,0,0,0
18112020410057726,2026-07-27T22:01,36,1022,5,0,0,0
17926099374386071,2026-07-27T22:01,42,45,1,0,0,0
18113860021931857,2026-07-27T22:01,45,1216,5,0,0,0
18050834798563345,2026-07-27T22:01,56,52,1,0,0,0
18091790510090244,2026-07-27T22:01,59,56,0,0,0,0
17915391951223326,2026-07-27T22:01,65,2669,2,0,0,0
18054534449787558,2026-07-27T22:01,65,16,1,0,0,0
17874632259623976,2026-07-27T22:31,7,98,2,0,0,0
17870667738567263,2026-07-27T22:31,8,13,1,0,0,0
17937437727323949,2026-07-27T22:31,8,263,3,0,0,0
17982872289045150,2026-07-27T22:31,8,66,0,0,0,0
17871551466652223,2026-07-27T22:31,8,156,0,0,0,0
18119316691662076,2026-07-27T22:31,9,66,0,0,0,0
18191811808388498,2026-07-27T22:31,17,54,0,0,0,0
18091617185570421,2026-07-27T22:31,21,1528,2,0,0,0
18120905566878565,2026-07-27T22:31,21,1410,7,0,0,0
18110493601784809,2026-07-27T22:31,32,408,2,0,0,0
18103328516086683,2026-07-27T22:31,33,33180,259,0,0,0
18112020410057726,2026-07-27T22:31,36,1022,5,0,0,0
17926099374386071,2026-07-27T22:31,42,45,1,0,0,0
18113860021931857,2026-07-27T22:31,45,1216,5,0,0,0
18050834798563345,2026-07-27T22:31,56,52,1,0,0,0
18091790510090244,2026-07-27T22:31,60,56,0,0,0,0
17915391951223326,2026-07-27T22:31,66,2669,2,0,0,0
18054534449787558,2026-07-27T22:31,66,16,1,0,0,0
17874632259623976,2026-07-27T23:01,8,99,2,0,0,0
17870667738567263,2026-07-27T23:01,8,13,1,0,0,0
17937437727323949,2026-07-27T23:01,8,265,5,0,0,0
17982872289045150,2026-07-27T23:01,8,70,0,0,0,0
17871551466652223,2026-07-27T23:01,9,159,0,0,0,0
18119316691662076,2026-07-27T23:01,9,68,0,0,0,0
18191811808388498,2026-07-27T23:01,17,54,0,0,0,0
18091617185570421,2026-07-27T23:01,22,1528,2,0,0,0
18120905566878565,2026-07-27T23:01,22,1410,7,0,0,0
18110493601784809,2026-07-27T23:01,33,408,2,0,0,0
18103328516086683,2026-07-27T23:01,34,33182,259,0,0,0
18112020410057726,2026-07-27T23:01,37,1022,5,0,0,0
17926099374386071,2026-07-27T23:01,43,45,1,0,0,0
18113860021931857,2026-07-27T23:01,46,1218,5,0,0,0
18050834798563345,2026-07-27T23:01,57,52,1,0,0,0
18091790510090244,2026-07-27T23:01,60,56,0,0,0,0
17915391951223326,2026-07-27T23:01,66,2669,2,0,0,0
18054534449787558,2026-07-27T23:01,66,16,1,0,0,0
17874632259623976,2026-07-27T23:31,8,101,2,0,0,0
17870667738567263,2026-07-27T23:31,9,13,1,0,0,0
17937437727323949,2026-07-27T23:31,9,271,5,0,0,0
17982872289045150,2026-07-27T23:31,9,72,0,0,0,0
17871551466652223,2026-07-27T23:31,9,162,0,0,0,0
18119316691662076,2026-07-27T23:31,10,71,0,0,0,0
